time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-08T22:18:11.240Z,17.8513,-66.8595,12,2.67,md,22,235,0.1254,0.14,pr,pr2020282020,2020-10-10T23:59:58.040Z,"Puerto Rico region",earthquake,0.55,0.49,0.21,7,reviewed,pr,pr
2020-10-08T22:00:44.703Z,31.641,-103.9986,5,2.5,ml,,59,0.292,0.36,us,us6000c6vs,2020-10-08T22:14:47.040Z,"38 km W of Mentone, Texas",earthquake,1.2,1.7,0.053,56,reviewed,us,us
2020-10-08T21:06:21.410Z,19.7933,-64.6588,16,3.77,md,14,316,2.0354,0.45,pr,pr2020282019,2020-10-08T21:59:16.040Z,"162 km N of Cruz Bay, U.S. Virgin Islands",earthquake,13.08,25.78,0.14,9,reviewed,pr,pr
2020-10-08T20:24:22.470Z,17.9001,-65.7131,5,3.05,md,12,302,0.2774,0.57,pr,pr2020282021,2020-10-09T04:32:14.827Z,"21 km SE of El Negro, Puerto Rico",earthquake,1.84,31.61,0.22,11,reviewed,pr,pr
2020-10-08T18:24:51.846Z,52.6971,152.6372,519.36,5,mb,,39,3.093,0.87,us,us6000c6um,2020-10-08T21:10:32.040Z,"296 km WNW of Ozernovskiy, Russia",earthquake,8.7,6.3,0.02,773,reviewed,us,us
2020-10-08T18:11:52.820Z,36.4261667,-90.8245,8.57,2.56,md,9,144,0.4442,0.16,nm,nm60114723,2020-10-09T16:42:27.978Z,"6 km E of Maynard, Arkansas",earthquake,0.48,1.29,0.14,7,reviewed,nm,nm
2020-10-08T18:05:07.118Z,-18.1937,-178.3616,623.43,4.2,mb,,134,3.441,0.82,us,us6000c6ui,2020-10-08T21:03:14.040Z,"246 km E of Levuka, Fiji",earthquake,17.2,11,0.084,39,reviewed,us,us
2020-10-08T17:51:35.059Z,60.0944,-152.9572,117,2.6,ml,,,,0.49,ak,ak020cynz8pe,2020-10-08T20:46:50.040Z,"70 km WNW of Happy Valley, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-08T17:30:48.830Z,33.583,-116.816,5.73,2.57,ml,113,14,0.04462,0.21,ci,ci39656712,2020-10-09T17:40:57.290Z,"14km WNW of Anza, CA",earthquake,0.12,0.39,0.156,181,reviewed,ci,ci
2020-10-08T17:16:20.310Z,17.8693,-66.836,15,2.59,md,16,242,0.1143,0.22,pr,pr2020282015,2020-10-08T17:35:48.495Z,"13 km SSE of Maria Antonia, Puerto Rico",earthquake,0.68,0.73,0.26,11,reviewed,pr,pr
2020-10-08T16:27:45.179Z,-11.2206,163.2856,20.69,4.9,mb,,48,3.731,0.84,us,us6000c6tx,2020-10-08T16:55:19.040Z,"171 km ESE of Kirakira, Solomon Islands",earthquake,7.2,5.5,0.06,98,reviewed,us,us
2020-10-08T15:58:49.998Z,-5.9004,150.8349,30,5.8,mww,,28,2.152,0.8,us,us6000c6si,2020-10-09T16:45:33.332Z,"86 km ESE of Kimbe, Papua New Guinea",earthquake,5.1,1.8,0.054,33,reviewed,us,us
2020-10-08T15:48:26.909Z,-58.9377,-25.5913,79.34,5.2,mb,,46,7.605,0.88,us,us6000c6sf,2020-10-09T16:28:25.040Z,"South Sandwich Islands region",earthquake,10,4.6,0.068,74,reviewed,us,us
2020-10-08T15:25:09.159Z,-11.2041,163.256,40.64,5,mb,,44,3.698,1.02,us,us6000c6sb,2020-10-08T15:43:51.040Z,"167 km ESE of Kirakira, Solomon Islands",earthquake,8.5,6.9,0.044,176,reviewed,us,us
2020-10-08T14:22:39.520Z,52.7184,-168.2558,36.99,5.7,mww,,169,0.677,1.35,us,us6000c6rg,2020-10-13T14:32:46.503Z,"47 km ESE of Nikolski, Alaska",earthquake,4.9,2.1,0.05,39,reviewed,us,us
2020-10-08T13:35:19.000Z,32.2013333,-115.0203333,16.5,2.57,ml,15,166,0.06102,0.35,ci,ci39656456,2020-10-09T21:24:37.639Z,"2km WNW of Estacion Coahuila, B.C., MX",earthquake,0.83,1.23,0.223,67,reviewed,ci,ci
2020-10-08T12:18:29.850Z,17.9706,-66.8405,15,2.87,md,21,183,0.039,0.18,pr,pr2020282009,2020-10-09T13:22:03.040Z,"3 km SW of Indios, Puerto Rico",earthquake,0.59,0.35,0.3,18,reviewed,pr,pr
2020-10-08T10:42:21.492Z,71.6289,-11.3894,10,5,mb,,59,3.63,0.91,us,us6000c6p1,2020-10-08T21:34:17.040Z,"124 km NW of Olonkinbyen, Svalbard and Jan Mayen",earthquake,7.3,1.9,0.028,395,reviewed,us,us
2020-10-08T10:31:57.007Z,-5.4926,151.9703,58.18,4.9,mb,,126,1.307,0.96,us,us6000c6nz,2020-10-08T11:06:22.040Z,"131 km SSW of Kokopo, Papua New Guinea",earthquake,8.7,6.2,0.055,106,reviewed,us,us
2020-10-08T10:25:01.719Z,38.1569,-117.95,10.2,2.5,ml,32,47.85,0.019,0.131,nn,nn00777795,2020-10-09T02:24:41.381Z,"29 km SSE of Mina, Nevada",earthquake,,0.6,0.32,18,reviewed,nn,nn
2020-10-08T09:06:26.000Z,17.9956,-64.3421,85,3.9,md,22,193,1.5138,0.89,pr,pr2020282007,2020-10-08T10:13:41.274Z,"Virgin Islands",earthquake,11.93,7.71,0.17,11,reviewed,pr,pr
2020-10-08T09:02:20.683Z,-62.31,-58.2603,10,4.9,mb,,99,0.201,0.63,us,us6000c6nn,2020-10-08T09:45:58.040Z,"South Shetland Islands",earthquake,9.8,1.9,0.106,28,reviewed,us,us
2020-10-08T08:42:07.692Z,-11.7596,167.2045,193.44,4.5,mb,,91,3.665,0.53,us,us6000c6nh,2020-10-08T09:09:55.040Z,"191 km SE of Lata, Solomon Islands",earthquake,9.8,6.9,0.106,26,reviewed,us,us
2020-10-08T08:27:07.265Z,38.1775,-117.8038,7.4,2.5,ml,29,60.33,0.055,0.1465,nn,nn00777784,2020-10-09T13:44:53.040Z,"35 km SE of Mina, Nevada",earthquake,,0.9,0.32,16,reviewed,nn,nn
2020-10-08T07:35:32.224Z,-6.114,146.1686,103.49,6.3,mww,,15,3.413,0.89,us,us6000c6mu,2020-10-10T08:04:39.636Z,"38 km ENE of Kainantu, Papua New Guinea",earthquake,7,5.6,0.073,18,reviewed,us,us
2020-10-08T05:23:31.571Z,44.3748,-115.2016,10,2.9,ml,,75,0.311,0.38,us,us6000c6mb,2020-10-08T18:13:59.040Z,"27 km NW of Stanley, Idaho",earthquake,2.2,2,0.038,91,reviewed,us,us
2020-10-08T04:28:55.573Z,-32.7069,-71.6363,37.75,4.4,mwr,,144,0.315,0.75,us,us6000c6m9,2020-10-12T05:10:48.344Z,"36 km NNW of Viña del Mar, Chile",earthquake,4.3,7.5,0.065,23,reviewed,us,us
2020-10-08T03:34:31.069Z,29.7593,129.7184,35,4.8,mb,,126,1.855,0.59,us,us6000c6m6,2020-10-12T03:43:36.040Z,"88 km SW of Kurio, Japan",earthquake,3.3,1.9,0.062,80,reviewed,us,us
2020-10-08T03:24:32.282Z,-19.0708,-69.4718,127.46,4.3,mb,,70,0.649,0.45,us,us6000c6m4,2020-10-11T23:56:40.679Z,"109 km SE of Arica, Chile",earthquake,3.6,5.9,0.168,10,reviewed,us,us
2020-10-08T03:18:32.761Z,12.4027,-88.936,35,4.5,mb,,159,1.892,0.93,us,us6000c6ly,2020-10-08T04:00:39.040Z,"106 km SSW of Puerto El Triunfo, El Salvador",earthquake,7.3,2,0.041,173,reviewed,us,us
2020-10-08T02:55:22.410Z,18.097,-64.3346,72,3.58,md,11,345,1.5149,0.5,pr,pr2020282003,2020-10-11T23:03:44.040Z,"55 km ESE of Cruz Bay, U.S. Virgin Islands",earthquake,7.29,10.95,0.05,4,reviewed,pr,pr
2020-10-08T01:34:41.830Z,19.0306,-67.1523,5,3.19,md,11,287,0.5646,0.25,pr,pr2020282001,2020-10-08T02:04:00.559Z,"59 km N of San Antonio, Puerto Rico",earthquake,2.21,2.09,0.17,5,reviewed,pr,pr
2020-10-08T00:30:21.300Z,38.1432,-118.0357,3.1,2.6,ml,28,77.35,0.021,0.1405,nn,nn00777709,2020-10-09T02:24:09.405Z,"28 km SSE of Mina, Nevada",earthquake,,0.7,0.33,15,reviewed,nn,nn
2020-10-08T00:04:46.620Z,18.2865,-64.2078,34,3.71,md,11,348,1.6474,0.5,pr,pr2020282000,2020-10-08T00:55:05.040Z,"62 km E of Cruz Bay, U.S. Virgin Islands",earthquake,9.14,30.52,0.02,5,reviewed,pr,pr
2020-10-07T23:50:46.427Z,-6.4422,130.1224,105.98,4.8,mb,,70,1.924,0.81,us,us6000c6kw,2020-10-08T00:07:48.040Z,"Banda Sea",earthquake,6.2,7.2,0.087,41,reviewed,us,us
2020-10-07T23:44:57.136Z,41.4866,19.5175,7.77,4.2,mb,,49,0.961,0.83,us,us6000c6kv,2020-10-08T00:02:45.263Z,"15 km NW of Vorë, Albania",earthquake,4.8,7.3,0.216,6,reviewed,us,us
2020-10-07T23:00:50.190Z,17.9251,-66.8983,12,2.68,md,18,212,0.0535,0.17,pr,pr2020281022,2020-10-07T23:15:40.112Z,"5 km S of Guánica, Puerto Rico",earthquake,0.67,0.43,0.22,8,reviewed,pr,pr
2020-10-07T22:48:48.010Z,17.9143,-66.8805,5,2.85,md,18,218,0.0608,0.13,pr,pr2020281021,2020-10-07T23:02:54.712Z,"6 km SSE of Guánica, Puerto Rico",earthquake,0.44,0.3,0.09,12,reviewed,pr,pr
2020-10-07T22:13:05.934Z,41.4789,19.4973,10,4.5,mb,,49,0.966,0.92,us,us6000c6kg,2020-10-07T23:15:43.338Z,"15 km NNW of Shijak, Albania",earthquake,3.9,1.9,0.131,18,reviewed,us,us
2020-10-07T22:08:35.653Z,-18.0035,-177.9698,601.99,4.5,mb,,41,3.677,0.85,us,us6000c6kf,2020-10-07T22:26:53.040Z,"287 km E of Levuka, Fiji",earthquake,12.5,8.7,0.049,121,reviewed,us,us
2020-10-07T21:42:21.210Z,60.7184,-147.6008,22.9,2.8,ml,,,,0.63,ak,ak020cx2ro6s,2020-10-07T21:57:15.040Z,"52 km WSW of Tatitlek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-10-07T20:57:07.410Z,17.9175,-66.8906,6,2.66,md,16,217,0.0587,0.2,pr,pr2020281020,2020-10-07T21:27:23.120Z,"6 km SSE of Guánica, Puerto Rico",earthquake,0.58,0.36,0.27,12,reviewed,pr,pr
2020-10-07T20:26:26.977Z,53.1545,-167.8411,37.3,2.6,ml,,,,0.89,ak,ak020cx22tdr,2020-10-08T00:08:32.579Z,"72 km ENE of Nikolski, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-10-07T20:18:38.870Z,17.9261,-66.8881,7,3.23,md,20,201,0.162,0.13,pr,pr2020281019,2020-10-07T20:44:35.248Z,"5 km SSE of Guánica, Puerto Rico",earthquake,0.49,0.29,0.14,20,reviewed,pr,pr
2020-10-07T20:16:21.529Z,38.148,-118.0373,2,2.6,ml,28,72.49,0.017,0.1238,nn,nn00777678,2020-10-13T21:18:52.040Z,"27 km SSE of Mina, Nevada",earthquake,,0.5,0.31,15,reviewed,nn,nn
2020-10-07T19:57:07.980Z,17.6398,-64.0368,11,3.72,md,13,347,1.8804,0.34,pr,pr2020281018,2020-10-07T23:45:48.999Z,"75 km E of Saint Croix, U.S. Virgin Islands",earthquake,16.7,24.14,0.09,8,reviewed,pr,pr
2020-10-07T19:08:12.899Z,38.1702,-117.8375,8.6,2.9,ml,31,49.54,0.028,0.1425,nn,nn00777670,2020-10-13T19:00:13.040Z,"34 km SE of Mina, Nevada",earthquake,,0.6,0.3,17,reviewed,nn,nn
2020-10-07T18:37:32.750Z,18.3316,-64.2513,4,3.93,md,22,207,1.6087,0.56,pr,pr2020281017,2020-10-13T18:56:53.040Z,"57 km E of Cruz Bay, U.S. Virgin Islands",earthquake,6.91,2.58,0.12,17,reviewed,pr,pr
2020-10-07T18:27:28.027Z,0.3473,125.7977,40.18,4.9,mb,,55,1.624,0.91,us,us6000c6ib,2020-10-13T18:48:06.040Z,"144 km SE of Tondano, Indonesia",earthquake,4.2,6.5,0.083,45,reviewed,us,us
2020-10-07T18:24:34.620Z,18.174,-64.1781,10,5.3,ml,30,197,1.671,0.57,pr,pr2020281016,2020-10-13T18:40:50.040Z,"67 km ESE of Cruz Bay, U.S. Virgin Islands",earthquake,4.33,31.61,0.12,11,reviewed,pr,pr
2020-10-07T18:04:18.158Z,23.4204,142.9726,33.3,4.9,mb,,62,13.086,0.93,us,us6000c6ik,2020-10-13T18:52:46.040Z,"Volcano Islands, Japan region",earthquake,6,4.5,0.049,130,reviewed,us,us
2020-10-07T17:29:44.960Z,39.3646667,-123.256,5.85,2.92,md,48,33,0.07249,0.09,nc,nc73467886,2020-10-10T07:26:05.465Z,"10km ESE of Willits, CA",earthquake,0.13,0.31,0.196,65,reviewed,nc,nc
2020-10-07T16:18:08.547Z,32.3603,80.5511,10,4.4,mb,,156,6.251,0.74,us,us6000c6hc,2020-10-07T21:35:49.040Z,"221 km NNE of Joshīmath, India",earthquake,9.9,2,0.12,20,reviewed,us,us
2020-10-07T15:41:39.320Z,36.4308333,-90.8266667,6.41,2.61,md,8,154,0.4469,0.07,nm,nm60114323,2020-10-07T21:14:44.040Z,"6 km E of Maynard, Arkansas",earthquake,0.35,0.82,0.108,6,reviewed,nm,nm
2020-10-07T15:40:32.920Z,31.7166,-104.5729,3.3,2.6,ml,,68,0.061,0.3,us,us6000c6fp,2020-10-07T21:05:20.040Z,"54 km SSW of Whites City, New Mexico",earthquake,1.3,1.7,0.06,68,reviewed,us,us
2020-10-07T15:01:03.850Z,17.9271,-66.8238,11,2.54,md,9,225,0.0733,0.2,pr,pr2020281014,2020-10-07T18:48:38.776Z,"7 km S of Indios, Puerto Rico",earthquake,1.01,0.77,0.37,6,reviewed,pr,pr
2020-10-07T14:14:25.981Z,19.0317,-70.3648,86.48,4.4,mb,,62,0.522,0.63,us,us6000c6fb,2020-10-13T14:36:35.300Z,"6 km SE of Sabana del Puerto, Dominican Republic",earthquake,4.2,5.8,0.101,28,reviewed,us,us
2020-10-07T13:43:47.052Z,31.732,-104.5745,5.1,3.3,ml,,67,0.055,0.34,us,us6000c6f3,2020-10-07T21:39:40.655Z,"52 km SSW of Whites City, New Mexico",earthquake,1,2.2,0.042,74,reviewed,us,us
2020-10-07T13:31:28.100Z,31.4556667,-115.6895,16.65,3.54,ml,9,113,0.1031,0.15,ci,ci39655272,2020-10-07T18:02:38.889Z,"88km ESE of Maneadero, B.C., MX",earthquake,0.55,0.79,0.202,178,reviewed,ci,ci
2020-10-07T12:36:28.856Z,-62.3265,-58.3201,11.75,4.7,mb,,75,0.183,0.47,us,us6000c6ep,2020-10-07T12:52:31.040Z,"South Shetland Islands",earthquake,5.8,4,0.113,24,reviewed,us,us
2020-10-07T12:25:11.697Z,32.1048,-102.1261,5,2.6,mb_lg,,31,0.304,0.4,us,us6000c6el,2020-10-07T22:56:57.230Z,"12 km NNW of Midland, Texas",earthquake,1.7,2,0.132,58,reviewed,us,us
2020-10-07T12:18:55.520Z,36.4313333,-90.8265,12.38,2.57,md,12,92,0.4473,0.24,nm,nm60114233,2020-10-08T01:01:46.631Z,"6 km ENE of Maynard, Arkansas",earthquake,0.58,1.46,0.094,12,reviewed,nm,nm
2020-10-07T11:47:51.608Z,64.5541,-149.342,12.8,3.5,ml,,,,0.97,ak,ak020cwwuh2n,2020-10-09T19:39:20.040Z,"11 km W of Nenana, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-10-07T11:47:35.490Z,37.7298317,-122.1371689,3.89,2.58,md,65,39,0.01526,0.1,nc,nc73467781,2020-10-13T07:19:20.679Z,"2km ENE of San Leandro, CA",earthquake,0.13,0.32,0.1,67,automatic,nc,nc
2020-10-07T10:33:48.940Z,17.9238,-66.9193,6,2.51,md,17,223,0.0651,0.2,pr,pr2020281013,2020-10-07T10:51:25.569Z,"5 km SSW of Guánica, Puerto Rico",earthquake,0.6,0.33,0.21,6,reviewed,pr,pr
2020-10-07T10:12:48.438Z,59.973,-152.8315,90.6,2.5,ml,,,,0.44,ak,ak020cww1j4b,2020-10-08T04:59:06.040Z,"60 km WNW of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-10-07T09:51:55.600Z,17.9326,-66.9151,7,2.71,md,20,209,0.0556,0.18,pr,pr2020281010,2020-10-07T10:07:35.648Z,"4 km S of Guánica, Puerto Rico",earthquake,0.46,0.26,0.19,8,reviewed,pr,pr
2020-10-07T09:47:10.480Z,17.9281,-66.9166,6,2.58,md,16,212,0.0601,0.15,pr,pr2020281009,2020-10-07T10:02:32.551Z,"4 km S of Guánica, Puerto Rico",earthquake,0.5,0.29,0.18,5,reviewed,pr,pr
2020-10-07T09:25:52.530Z,19.42,-155.610333333333,-1.13,3.16,ml,51,44,,0.14,hv,hv72170326,2020-10-09T12:29:30.974Z,"Island of Hawaii, Hawaii",earthquake,0.24,0.44,0.167869521296427,36,reviewed,hv,hv
2020-10-07T08:59:30.427Z,61.6435,-151.0481,66.5,4.1,ml,,,,1.04,ak,ak020cwv4p5l,2020-10-09T02:32:51.290Z,"30 km WNW of Susitna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-07T07:52:24.376Z,-1.2884,-77.5972,152.36,4.3,mb,,143,8.044,0.58,us,us6000c6d3,2020-10-07T08:43:13.040Z,"40 km SE of Tena, Ecuador",earthquake,15.7,12.5,0.071,56,reviewed,us,us
2020-10-07T07:49:23.550Z,17.9206,-66.8813,7,2.74,md,21,202,0.0545,0.15,pr,pr2020281008,2020-10-07T08:15:03.467Z,"6 km SSE of Guánica, Puerto Rico",earthquake,0.44,0.22,0.24,9,reviewed,pr,pr
2020-10-07T07:38:37.750Z,17.955,-66.7678,11,2.62,md,22,199,0.1132,0.1,pr,pr2020281007,2020-10-08T05:44:11.040Z,"Puerto Rico region",earthquake,0.5,0.38,0.39,17,reviewed,pr,pr
2020-10-07T07:14:20.341Z,18.2904,-69.1981,35,2.8,ml,,177,0.524,0.63,us,us6000c6cw,2020-10-08T05:41:45.040Z,"21 km SSE of San Pedro de Macorís, Dominican Republic",earthquake,4.2,2,0.06,37,reviewed,us,us
2020-10-07T06:50:13.081Z,-10.4971,120.9259,51.6,4.9,mb,,75,2.257,1.2,us,us6000c6cn,2020-10-07T07:11:56.040Z,"117 km SE of Waingapu, Indonesia",earthquake,7,6.6,0.096,34,reviewed,us,us
2020-10-07T06:28:23.049Z,-19.267,-173.549,133.19,4.2,mb,,100,3.428,0.82,us,us6000c7sh,2020-10-14T05:49:57.040Z,"82 km SE of Neiafu, Tonga",earthquake,13.1,19,0.215,6,reviewed,us,us
2020-10-07T06:13:57.747Z,-5.9822,130.6131,128.45,4.5,mb,,74,2.1,0.97,us,us6000c6cd,2020-10-07T06:35:37.040Z,"240 km W of Tual, Indonesia",earthquake,6.5,7.6,0.116,22,reviewed,us,us
2020-10-07T06:04:00.510Z,17.934,-66.8388,8,2.97,md,20,194,0.0576,0.19,pr,pr2020281005,2020-10-07T07:04:59.456Z,"6 km SSW of Indios, Puerto Rico",earthquake,0.55,0.86,0.13,9,reviewed,pr,pr
2020-10-07T05:55:55.923Z,-17.6888,-178.6262,520.92,4.1,mb,,153,3.165,1.07,us,us6000c7sg,2020-10-14T05:33:07.040Z,"Fiji region",earthquake,21,16.6,0.134,15,reviewed,us,us
2020-10-07T05:34:23.054Z,-28.994,-71.1249,52.68,4.7,mwr,,98,0.372,0.77,us,us6000c6bs,2020-10-07T12:12:02.464Z,"58 km SW of Vallenar, Chile",earthquake,5.9,7.1,0.051,37,reviewed,us,us
2020-10-07T05:14:28.590Z,19.3143,-64.0701,35,3,ml,,327,2.049,0.34,us,us6000c6bn,2020-10-08T05:16:00.040Z,"132 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,15.1,2,0.065,31,reviewed,us,us
2020-10-07T05:10:08.309Z,-27.4602,-176.9088,88.75,4.2,mb,,137,1.992,1.16,us,us6000c7sf,2020-10-13T13:54:29.040Z,"Kermadec Islands region",earthquake,12,3.7,0.236,5,reviewed,us,us
2020-10-07T04:56:43.380Z,40.7566681,-124.4113312,20.91,3.16,ml,25,207,0.2864,0.07,nc,nc73467651,2020-10-07T22:11:54.040Z,"19km W of Humboldt Hill, CA",earthquake,0.42,0.44,0.246,9,automatic,nc,nc
2020-10-07T04:21:13.830Z,38.0708333,-118.7445,8.16,2.91,ml,39,79,0.261,0.07,nc,nc73467641,2020-10-13T19:06:04.477Z,"28km SE of Bodie, CA",earthquake,0.24,1.66,0.272,21,reviewed,nc,nc
2020-10-07T02:53:04.960Z,17.9323,-67.0746,11,3.05,md,22,238,0.048,0.11,pr,pr2020281004,2020-10-07T10:55:33.220Z,"5 km SSW of La Parguera, Puerto Rico",earthquake,0.67,0.33,0.23,22,reviewed,pr,pr
2020-10-07T02:28:54.020Z,36.4788333,-120.4883333,13,2.53,md,44,103,0.2962,0.15,nc,nc73467606,2020-10-09T21:52:05.916Z,"16km W of Cantua Creek, CA",earthquake,0.32,1.21,0.18,59,reviewed,nc,nc
2020-10-07T02:07:58.691Z,53.4997,-159.8232,10,3.8,mb,,226,1.341,0.69,us,us6000c69u,2020-10-07T02:21:11.040Z,"209 km SSE of Sand Point, Alaska",earthquake,7.1,2,0.192,7,reviewed,us,us
2020-10-07T01:44:04.730Z,34.3541667,-116.8266667,7.82,3.43,mw,112,28,0.006167,0.15,ci,ci39654952,2020-10-08T13:40:57.577Z,"10km N of Big Bear City, CA",earthquake,0.09,0.26,,6,reviewed,ci,ci
2020-10-07T01:34:15.836Z,51.332,-178.3596,48.36,4.9,mb,,139,0.36,1.24,us,us6000c69l,2020-10-07T09:36:44.326Z,"133 km WSW of Adak, Alaska",earthquake,4.2,5.9,0.027,424,reviewed,us,us
2020-10-07T01:30:14.040Z,17.9235,-66.8286,11,2.54,md,21,197,0.0723,0.15,pr,pr2020281003,2020-10-07T01:54:27.899Z,"7 km S of Indios, Puerto Rico",earthquake,0.68,0.42,0.27,12,reviewed,pr,pr
2020-10-07T01:02:17.510Z,18.0001,-67.1006,4,2.52,md,12,187,0.011,0.08,pr,pr2020281001,2020-10-07T01:47:25.984Z,"5 km SSW of Palmarejo, Puerto Rico",earthquake,0.33,0.21,0.32,9,reviewed,pr,pr
2020-10-07T00:54:54.780Z,39.365,-123.253,6.13,2.69,md,42,34,0.07397,0.08,nc,nc73467571,2020-10-10T06:04:06.945Z,"10km ESE of Willits, CA",earthquake,0.14,0.33,0.173,44,reviewed,nc,nc
2020-10-07T00:35:55.190Z,-11.9466,166.7322,156.94,4.8,mb,,118,3.509,0.52,us,us6000c695,2020-10-07T00:54:43.040Z,"169 km SE of Lata, Solomon Islands",earthquake,13.5,7.9,0.086,42,reviewed,us,us
2020-10-07T00:23:35.820Z,19.5346666666667,-155.611166666667,6.92,2.85,ml,30,72,,0.14,hv,hv72169821,2020-10-07T22:46:44.040Z,"27 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.37,0.57,0.172636974529424,32,reviewed,hv,hv
